"","BILLING.DOC","DESCRIPTION","SERVICE.DATE","avg_division"
"11107",7816260749,"Parcel Post with Signature",12022024,0.0882173786553476
"11108",7816260756,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11109",7816260756,"Parcel Post with Signature",12022024,0.0875160875160875
"11110",7816261338,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11111",7816261338,"Parcel Post with Signature",12022024,0.0882365594477437
"11112",7816261702,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11113",7816261702,"AP Security Mgt Charge",12022024,NA
"11114",7816261702,"Express Post with Signature",12022024,0.0882910903176377
"11115",7816261702,"Parcel Post with Signature",12022024,0.0882928140659432
"11116",7816261790,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11117",7816261790,"Parcel Post with Signature",12022024,0.0883882149046794
"11118",7816278456,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11119",7816278456,"eParcel Call For Return",12022024,Inf
"11120",7816285769,"Express Courier International (eParcel)",12022024,0
"11121",7816285929,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11122",7816285929,"eParcel Call For Return",12022024,Inf
"11123",7816287030,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11124",7816287030,"eParcel Call For Return",12022024,Inf
"11125",7816287031,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11126",7816287031,"eParcel Call For Return",12022024,Inf
"11127",7816294097,"Express Courier International (eParcel)",12022024,0
"11128",7816294177,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11129",7816294177,"eParcel Call For Return",12022024,Inf
"11130",7816306432,"Express Courier International (eParcel)",12022024,0
"11131",7816309632,"AP Parcels Domestic Fuel Surcharge",12022024,0
"11132",7816309632,"eParcel Post Return",12022024,0.0878378378378378
"11133",7816309633,"AP Parcels Domestic Fuel Surcharge",12022024,0
"11134",7816309633,"eParcel Post Return",12022024,0.0878378378378378
"11135",7816309634,"AP Parcels Domestic Fuel Surcharge",12022024,0
"11136",7816309634,"eParcel Post Return",12022024,0.0878378378378378
"11137",7816309635,"AP Parcels Domestic Fuel Surcharge",12022024,0
"11138",7816309635,"eParcel Post Return",12022024,0.0878378378378378
"11139",7816309637,"AP Parcels Domestic Fuel Surcharge",12022024,0
"11140",7816309637,"eParcel Post Return",12022024,0.0878378378378378
"11141",7816309638,"AP Parcels Domestic Fuel Surcharge",12022024,0
"11142",7816309638,"eParcel Post Return",12022024,0.0878378378378378
"11143",7816309639,"AP Parcels Domestic Fuel Surcharge",12022024,0
"11144",7816309639,"eParcel Post Return",12022024,0.0878378378378378
"11145",7816309640,"AP Parcels Domestic Fuel Surcharge",12022024,0
"11146",7816309640,"eParcel Post Return",12022024,0.088495575221239
"11147",7816309642,"AP Parcels Domestic Fuel Surcharge",12022024,0
"11148",7816309642,"eParcel Post Return",12022024,0.088495575221239
"11149",7816309643,"AP Parcels Domestic Fuel Surcharge",12022024,0
"11150",7816309643,"eParcel Post Return",12022024,0.088495575221239
"11151",7816314277,"AP Parcels Domestic Fuel Surcharge",12022024,0
"11152",7816314277,"eParcel Post Return",12022024,0.0878378378378378
"11153",7816314278,"AP Parcels Domestic Fuel Surcharge",12022024,0
"11154",7816314278,"eParcel Post Return",12022024,0.0878378378378378
"11155",7816314279,"AP Parcels Domestic Fuel Surcharge",12022024,0
"11156",7816314279,"eParcel Post Return",12022024,0.0878378378378378
"11157",7816314280,"AP Parcels Domestic Fuel Surcharge",12022024,0
"11158",7816314280,"eParcel Post Return",12022024,0.088495575221239
"11159",7816314281,"AP Parcels Domestic Fuel Surcharge",12022024,0
"11160",7816314281,"eParcel Post Return",12022024,0.088495575221239
"11161",7816316162,"AP Parcels Domestic Fuel Surcharge",12022024,0
"11162",7816316162,"eParcel Post Return",12022024,0.0878378378378378
"11163",7816316956,"AP Parcels Domestic Fuel Surcharge",12022024,0
"11164",7816316956,"eParcel Call For Return",12022024,0.106418918918919
"11165",7816316957,"AP Parcels Domestic Fuel Surcharge",12022024,0
"11166",7816316957,"eParcel Call For Return",12022024,0.088495575221239
"11167",7816319400,"AP Parcels Domestic Fuel Surcharge",12022024,0
"11168",7816319400,"eParcel Post Return",12022024,0.0885416666666667
"11169",7816323007,"Express Courier International (eParcel)",12022024,0
"11170",7816323243,"PACK AND TRACK INTERNATIONAL",12022024,0
"11171",7816324328,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11172",7816324328,"Parcel Post with Signature",12022024,0.0888157894736842
"11173",7816334504,"PACK AND TRACK INTERNATIONAL",12022024,0
"11174",7816337855,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11175",7816337855,"AP Security Mgt Charge",12022024,NA
"11176",7816337855,"Express Post with Signature",12022024,0.0882694557073826
"11177",7816348299,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11178",7816348299,"EPARCEL WINE STD",12022024,0.0882157472362545
"11179",7816348302,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11180",7816348302,"EPARCEL WINE STD",12022024,0.0881512191422165
"11181",7816348311,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11182",7816348311,"Parcel Post with Signature",12022024,0.0881870345168775
"11183",7816348329,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11184",7816348329,"EPARCEL WINE STD",12022024,0.0881185007687425
"11185",7816348916,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11186",7816348916,"Parcel Post with Signature",12022024,0.0879829172830214
"11187",7816348923,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11188",7816348923,"Parcel Post with Signature",12022024,0.0881957341984859
"11189",7816349077,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11190",7816349077,"AP Security Mgt Charge",12022024,NA
"11191",7816349077,"Express Post with Signature",12022024,0.0881323826830544
"11192",7816349077,"Parcel Post with Signature",12022024,0.0882141093214298
"11193",7816349269,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11194",7816349269,"Parcel Post with Signature",12022024,0.087875484496124
"11195",7816349461,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11196",7816349461,"AP Security Mgt Charge",12022024,NA
"11197",7816349461,"Express Post with Signature",12022024,0.0881220108824159
"11198",7816349461,"Parcel Post with Signature",12022024,0.0880080266382642
"11199",7816349481,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11200",7816349481,"AP Security Mgt Charge",12022024,NA
"11201",7816349481,"Express Post with Signature",12022024,0.0880664884562414
"11202",7816349481,"Parcel Post with Signature",12022024,0.0880642516000859
"11203",7816349488,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11204",7816349488,"EPARCEL WINE STD",12022024,0.0883371530428206
"11205",7816349528,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11206",7816349528,"Parcel Post with Signature",12022024,0.0879988668311341
"11207",7816349743,"PACK AND TRACK INTERNATIONAL",12022024,0
"11208",7816349744,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11209",7816349744,"AP Security Mgt Charge",12022024,NA
"11210",7816349744,"Express Post with Signature",12022024,0.0886486486486486
"11211",7816349744,"Parcel Post with Signature",12022024,0.0881350589163263
"11212",7816349745,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11213",7816349745,"AP Security Mgt Charge",12022024,NA
"11214",7816349745,"Express Post with Signature",12022024,0.0880867284929158
"11215",7816349745,"Parcel Post with Signature",12022024,0.088167457104759
"11216",7816349746,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11217",7816349746,"Parcel Post with Signature",12022024,0.0881339119182863
"11218",7816349756,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11219",7816349756,"Parcel Post with Signature",12022024,0.0876068376068376
"11220",7816349760,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11221",7816349760,"AP Security Mgt Charge",12022024,NA
"11222",7816349760,"Express Post with Signature",12022024,0.0881889763779528
"11223",7816349796,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11224",7816349796,"AP Security Mgt Charge",12022024,NA
"11225",7816349796,"Express Post with Signature",12022024,0.0880658407319865
"11226",7816349796,"Parcel Post with Signature",12022024,0.088195985908258
"11227",7816349940,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11228",7816349940,"AP Security Mgt Charge",12022024,NA
"11229",7816349940,"Express Post with Signature",12022024,0.0876923076923077
"11230",7816349940,"Parcel Post with Signature",12022024,0.087922415170723
"11231",7816349943,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11232",7816349943,"AP Security Mgt Charge",12022024,NA
"11233",7816349943,"Express Post with Signature",12022024,0.0882638215324927
"11234",7816349943,"Parcel Post with Signature",12022024,0.0880131617442154
"11235",7816349945,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11236",7816349945,"Parcel Post with Signature",12022024,0.088111405067012
"11237",7816349969,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11238",7816349969,"AP Security Mgt Charge",12022024,NA
"11239",7816349969,"Express Post with Signature",12022024,0.0881014053475143
"11240",7816349974,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11241",7816349974,"AP Security Mgt Charge",12022024,NA
"11242",7816349974,"Express Post with Signature",12022024,0.0881202539932427
"11243",7816349974,"Parcel Post with Signature",12022024,0.0879129706614368
"11244",7816349994,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11245",7816349994,"EPARCEL WINE STD",12022024,0.0880979054164587
"11246",7816349999,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11247",7816349999,"Parcel Post with Signature",12022024,0.0881679488667541
"11248",7816350000,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11249",7816350000,"AP Security Mgt Charge",12022024,NA
"11250",7816350000,"Express Post with Signature",12022024,0.0878504672897196
"11251",7816350000,"Parcel Post with Signature",12022024,0.0887096774193548
"11252",7816350012,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11253",7816350012,"AP Security Mgt Charge",12022024,NA
"11254",7816350012,"Express Post with Signature",12022024,0.0882877290895075
"11255",7816350012,"Parcel Post with Signature",12022024,0.0882332369182445
"11256",7816350254,"Express Courier International (eParcel)",12022024,0
"11257",7816350259,"Express Courier International (eParcel)",12022024,0
"11258",7816350263,"Express Courier International (eParcel)",12022024,0
"11259",7816350269,"Express Courier International (eParcel)",12022024,0
"11260",7816350273,"Express Courier International (eParcel)",12022024,0
"11261",7816350278,"Express Courier International (eParcel)",12022024,0
"11262",7816350283,"Express Courier International (eParcel)",12022024,0
"11263",7816350306,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11264",7816350306,"AP Security Mgt Charge",12022024,NA
"11265",7816350306,"Express Post with Signature",12022024,0.0881093747962996
"11266",7816350306,"Parcel Post with Signature",12022024,0.0882119079755609
"11267",7816350450,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11268",7816350450,"AP Security Mgt Charge",12022024,NA
"11269",7816350450,"Express Post with Signature",12022024,0.0881057308750823
"11270",7816350450,"Parcel Post with Signature",12022024,0.0880886201638177
"11271",7816350457,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11272",7816350457,"Parcel Post with Signature",12022024,0.0881081371742335
"11273",7816350465,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11274",7816350465,"AP Security Mgt Charge",12022024,NA
"11275",7816350465,"Express Post with Signature",12022024,0.0879904875148633
"11276",7816350465,"Parcel Post with Signature",12022024,0.0879572945046731
"11277",7816350468,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11278",7816350468,"Parcel Post with Signature",12022024,0.088
"11279",7816350548,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11280",7816350548,"AP Security Mgt Charge",12022024,NA
"11281",7816350548,"Express Post with Signature",12022024,0.0881377077029251
"11282",7816350548,"Parcel Post with Signature",12022024,0.0883425912083154
"11283",7816350989,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11284",7816350989,"AP Security Mgt Charge",12022024,NA
"11285",7816350989,"Express Post with Signature",12022024,0.0883225754796488
"11286",7816350989,"Parcel Post with Signature",12022024,0.0878859203522694
"11287",7816351666,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11288",7816351666,"Parcel Post with Signature",12022024,0.0881280627858083
"11289",7816351667,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11290",7816351667,"Parcel Post with Signature",12022024,0.08826701435838
"11291",7816351692,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11292",7816351692,"AP Security Mgt Charge",12022024,NA
"11293",7816351692,"Express Post with Signature",12022024,0.0882905793896506
"11294",7816351692,"Parcel Post with Signature",12022024,0.0883011593813383
"11295",7816351848,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11296",7816351848,"AP Security Mgt Charge",12022024,NA
"11297",7816351848,"Express Post with Signature",12022024,0.0881857007055397
"11298",7816351848,"Parcel Post with Signature",12022024,0.0884695683481831
"11299",7816351984,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11300",7816351984,"AP Security Mgt Charge",12022024,NA
"11301",7816351984,"Express Post with Signature",12022024,0.0880804708499869
"11302",7816351984,"Parcel Post with Signature",12022024,0.0881915324009068
"11303",7816352385,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11304",7816352385,"AP Security Mgt Charge",12022024,NA
"11305",7816352385,"Express Post with Signature",12022024,0.0878965754744836
"11306",7816352385,"Parcel Post with Signature",12022024,0.0882113135402609
"11307",7816352426,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11308",7816352426,"AP Security Mgt Charge",12022024,NA
"11309",7816352426,"Express Post with Signature",12022024,0.088191216496231
"11310",7816352426,"Parcel Post with Signature",12022024,0.0881981020693335
"11311",7816352521,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11312",7816352521,"Parcel Post with Signature",12022024,0.0882015969870288
"11313",7816352534,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11314",7816352534,"Parcel Post with Signature",12022024,0.0883484926035426
"11315",7816352684,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11316",7816352684,"AP Security Mgt Charge",12022024,NA
"11317",7816352684,"Express Post with Signature",12022024,0.0880291872546344
"11318",7816352684,"Parcel Post with Signature",12022024,0.0882676988732009
"11319",7816352747,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11320",7816352747,"AP Security Mgt Charge",12022024,NA
"11321",7816352747,"Express Post with Signature",12022024,0.0884184308841843
"11322",7816352747,"Parcel Post with Signature",12022024,0.0880855307993047
"11323",7816352751,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11324",7816352751,"Parcel Post with Signature",12022024,0.0881384179487158
"11325",7816352813,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11326",7816352813,"AP Security Mgt Charge",12022024,NA
"11327",7816352813,"Express Post with Signature",12022024,0.0882070949185043
"11328",7816352813,"Parcel Post with Signature",12022024,0.0880499784336589
"11329",7816352817,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11330",7816352817,"Parcel Post with Signature",12022024,0.0878243512974052
"11331",7816353003,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11332",7816353003,"AP Security Mgt Charge",12022024,NA
"11333",7816353003,"Express Post with Signature",12022024,0.0884777797932002
"11334",7816353003,"Parcel Post with Signature",12022024,0.0880438403359736
"11335",7816353216,"Express Courier International (eParcel)",12022024,0
"11336",7816353640,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11337",7816353640,"AP Security Mgt Charge",12022024,NA
"11338",7816353640,"Express Post with Signature",12022024,0.0880981659756869
"11339",7816353640,"Parcel Post with Signature",12022024,0.0881012335376188
"11340",7816353641,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11341",7816353641,"Parcel Post with Signature",12022024,0.088088615859559
"11342",7816353658,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11343",7816353658,"AP Security Mgt Charge",12022024,NA
"11344",7816353658,"Express Post with Signature",12022024,0.0885496183206107
"11345",7816353658,"Parcel Post with Signature",12022024,0.0881836249606848
"11346",7816353664,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11347",7816353664,"Parcel Post with Signature",12022024,0.08786321763421
"11348",7816353669,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11349",7816353669,"Parcel Post with Signature",12022024,0.0883084577114428
"11350",7816353671,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11351",7816353671,"AP Security Mgt Charge",12022024,NA
"11352",7816353671,"Express Post with Signature",12022024,0.0880237362256503
"11353",7816353671,"Parcel Post with Signature",12022024,0.0883485316060895
"11354",7816353674,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11355",7816353674,"Parcel Post with Signature",12022024,0.0879636559286261
"11356",7816353690,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11357",7816353690,"Parcel Post with Signature",12022024,0.0879812488260517
"11358",7816353692,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11359",7816353692,"Parcel Post with Signature",12022024,0.0882689924074438
"11360",7816355173,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11361",7816355173,"AP Security Mgt Charge",12022024,NA
"11362",7816355173,"Express Post with Signature",12022024,0.0882193172931529
"11363",7816355190,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11364",7816355190,"AP Security Mgt Charge",12022024,NA
"11365",7816355190,"Express Post with Signature",12022024,0.0877531340405015
"11366",7816356009,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11367",7816356009,"AP Security Mgt Charge",12022024,NA
"11368",7816356009,"Express Post with Signature",12022024,0.0881895881895882
"11369",7816356009,"Parcel Post with Signature",12022024,0.0877832009907482
"11370",7816357012,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11371",7816357012,"AP Security Mgt Charge",12022024,NA
"11372",7816357012,"Express Post with Signature",12022024,0.0882263283710422
"11373",7816357012,"Parcel Post with Signature",12022024,0.0881654810494604
"11374",7816357100,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11375",7816357100,"AP Security Mgt Charge",12022024,NA
"11376",7816357100,"Express Post with Signature",12022024,0.088163201055001
"11377",7816357100,"Parcel Post with Signature",12022024,0.0882016036655212
"11378",7816357218,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11379",7816357218,"AP Security Mgt Charge",12022024,NA
"11380",7816357218,"Express Post with Signature",12022024,0.0881767566516321
"11381",7816357218,"Parcel Post with Signature",12022024,0.0882626232616192
"11382",7816357297,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11383",7816357297,"AP Security Mgt Charge",12022024,NA
"11384",7816357297,"Express Post with Signature",12022024,0.0881921036540051
"11385",7816357297,"Parcel Post with Signature",12022024,0.0880491994783184
"11386",7816357542,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11387",7816357542,"AP Security Mgt Charge",12022024,NA
"11388",7816357542,"Express Post with Signature",12022024,0.0882182441694331
"11389",7816357542,"Parcel Post with Signature",12022024,0.0881547261387837
"11390",7816359150,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11391",7816359150,"Parcel Post with Signature",12022024,0.0881731066005058
"11392",7816359154,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11393",7816359154,"Parcel Post with Signature",12022024,0.0881100057732753
"11394",7816359296,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11395",7816359296,"AP Security Mgt Charge",12022024,NA
"11396",7816359296,"Express Post with Signature",12022024,0.0880766080280414
"11397",7816359296,"Parcel Post with Signature",12022024,0.0881444741546881
"11398",7816359304,"PACK AND TRACK INTERNATIONAL",12022024,0
"11399",7816359757,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11400",7816359757,"AP Security Mgt Charge",12022024,NA
"11401",7816359757,"Express Post with Signature",12022024,0.0881602866540833
"11402",7816359757,"Parcel Post with Signature",12022024,0.0881140545012731
"11403",7816359760,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11404",7816359760,"AP Security Mgt Charge",12022024,NA
"11405",7816359760,"Express Post with Signature",12022024,0.0882110914347305
"11406",7816359760,"Parcel Post with Signature",12022024,0.0881499036766159
"11407",7816360413,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11408",7816360413,"Parcel Post with Signature",12022024,0.0881665424334864
"11409",7816360594,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11410",7816360594,"Parcel Post with Signature",12022024,0.0878317588843905
"11411",7816360629,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11412",7816360629,"AP Security Mgt Charge",12022024,NA
"11413",7816360629,"Express Post with Signature",12022024,0.0879904875148633
"11414",7816361010,"Express Courier International (eParcel)",12022024,0
"11415",7816361012,"Express Courier International (eParcel)",12022024,0
"11416",7816361014,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11417",7816361014,"Parcel Post with Signature",12022024,0.0881578833992696
"11418",7816361256,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11419",7816361256,"AP Security Mgt Charge",12022024,NA
"11420",7816361256,"Express Post with Signature",12022024,0.0882862088863243
"11421",7816361256,"Parcel Post with Signature",12022024,0.0881397476536316
"11422",7816361257,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11423",7816361257,"AP Security Mgt Charge",12022024,NA
"11424",7816361257,"Express Post with Signature",12022024,0.0880520951302378
"11425",7816361257,"Parcel Post with Signature",12022024,0.0882381256840011
"11426",7816361299,"Express Courier International (eParcel)",12022024,0
"11427",7816361300,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11428",7816361300,"Parcel Post with Signature",12022024,0.0882701523458557
"11429",7816361431,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11430",7816361431,"Parcel Post with Signature",12022024,0.0882885892991668
"11431",7816361433,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11432",7816361433,"Parcel Post with Signature",12022024,0.0882429150087372
"11433",7816361481,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11434",7816361481,"Parcel Post with Signature",12022024,0.0882146661968419
"11435",7816361492,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11436",7816361492,"Parcel Post with Signature",12022024,0.0883084577114428
"11437",7816361715,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11438",7816361715,"Parcel Post with Signature",12022024,0.0880503144654088
"11439",7816362025,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11440",7816362025,"Parcel Post with Signature",12022024,0.0881809623034183
"11441",7816362026,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11442",7816362026,"AP Security Mgt Charge",12022024,NA
"11443",7816362026,"Express Post with Signature",12022024,0.0882458929517753
"11444",7816362026,"Parcel Post with Signature",12022024,0.0878787878787879
"11445",7816362246,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11446",7816362246,"Parcel Post with Signature",12022024,0.0882352941176471
"11447",7816362287,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11448",7816362287,"Parcel Post with Signature",12022024,0.088095602862025
"11449",7816362295,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11450",7816362295,"Parcel Post with Signature",12022024,0.0880767974415667
"11451",7816362327,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11452",7816362327,"AP Security Mgt Charge",12022024,NA
"11453",7816362327,"Express Post with Signature",12022024,0.0882778581765557
"11454",7816362327,"Parcel Post with Signature",12022024,0.0877437325905293
"11455",7816362355,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11456",7816362355,"Parcel Post with Signature",12022024,0.0880503144654088
"11457",7816362373,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11458",7816362373,"AP Security Mgt Charge",12022024,NA
"11459",7816362373,"Express Post with Signature",12022024,0.0881741111844407
"11460",7816362373,"Parcel Post with Signature",12022024,0.088217886466078
"11461",7816362377,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11462",7816362377,"Parcel Post with Signature",12022024,0.0879746835443038
"11463",7816363608,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11464",7816363608,"Parcel Post with Signature",12022024,0.0882088208820882
"11465",7816363626,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11466",7816363626,"Parcel Post with Signature",12022024,0.0882911126131896
"11467",7816365130,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11468",7816365130,"Parcel Post with Signature",12022024,0.0882302611683676
"11469",7816366512,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11470",7816366512,"Parcel Post with Signature",12022024,0.088033856226066
"11471",7816366545,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11472",7816366545,"Parcel Post with Signature",12022024,0.0882879511017984
"11473",7816366598,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11474",7816366598,"EPARCEL WINE STD",12022024,0.08832425892317
"11475",7816366613,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11476",7816366613,"AP Security Mgt Charge",12022024,NA
"11477",7816366613,"Express Post with Signature",12022024,0.0881222278844158
"11478",7816366613,"Parcel Post with Signature",12022024,0.0882520770996335
"11479",7816366933,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11480",7816366933,"AP Security Mgt Charge",12022024,NA
"11481",7816366933,"Express Post with Signature",12022024,0.0881202323716604
"11482",7816366933,"Parcel Post with Signature",12022024,0.0883126963844455
"11483",7816367044,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11484",7816367044,"Parcel Post with Signature",12022024,0.0880287664829715
"11485",7816367412,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11486",7816367412,"AP Security Mgt Charge",12022024,NA
"11487",7816367412,"Express Post with Signature",12022024,0.0881987577639751
"11488",7816367418,"PACK AND TRACK INTERNATIONAL",12022024,0
"11489",7816367630,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11490",7816367630,"Parcel Post with Signature",12022024,0.0880913843805964
"11491",7816367671,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11492",7816367671,"eParcel Call For Return",12022024,Inf
"11493",7816368949,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11494",7816368949,"AP Security Mgt Charge",12022024,NA
"11495",7816368949,"Express Post with Signature",12022024,0.0881266081670024
"11496",7816368949,"Parcel Post with Signature",12022024,0.0882234402072266
"11497",7816369016,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11498",7816369016,"Parcel Post with Signature",12022024,0.0882049632049632
"11499",7816369423,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11500",7816369423,"Parcel Post with Signature",12022024,0.0881449029723674
"11501",7816369798,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11502",7816369798,"Parcel Post with Signature",12022024,0.0875160875160875
"11503",7816369909,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11504",7816369909,"Parcel Post with Signature",12022024,0.0883420030644478
"11505",7816370486,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11506",7816370486,"Parcel Post with Signature",12022024,0.0881193218491653
"11507",7816370861,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11508",7816370861,"Parcel Post with Signature",12022024,0.0882453621501827
"11509",7816370862,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11510",7816370862,"Parcel Post with Signature",12022024,0.0881242153850141
"11511",7816370878,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11512",7816370878,"Parcel Post with Signature",12022024,0.087913413459581
"11513",7816370881,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11514",7816370881,"Parcel Post with Signature",12022024,0.0883620689655172
"11515",7816370897,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11516",7816370897,"Parcel Post with Signature",12022024,0.0880538635694081
"11517",7816370899,"AP Parcels Domestic Fuel Surcharge",12022024,NA
"11518",7816370899,"Parcel Post with Signature",12022024,0.0881130263712586
"11519",7816370911,"AP Parcels Domestic Fuel Surcharge",12022024,NA
